Name,OID__c,Status__c,SDID__c,SD_Name__c
?v,O-006783,Active,SD-000484,VC - VI
?v,O-006784,Active,SD-000484,VC - VI
?x,O-006785,Active,SD-000484,VC - VI
?x,O-006786,Active,SD-000484,VC - VI
?z,O-006787,Active,SD-000484,VC - VI
?z,O-006788,Active,SD-000484,VC - VI
v,O-006789,Active,SD-000445,Sound paired w gesture
V,O-006790,Active,SD-000259,Matching
v,O-006791,Active,SD-000259,Matching
V,O-006792,Active,SD-000380,Receptive
v,O-006793,Active,SD-000380,Receptive
v,O-006794,Active,SD-000424,Say (sound) th points
v,O-006795,Active,SD-000387,Receptive
v,O-006796,Active,SD-000479,Trace
V,O-006797,Active,SD-000479,Trace
v,O-006798,Active,SD-000438,Single sound VI
v,O-006799,Active,SD-000520,Write (no visual)
V,O-006800,Active,SD-000520,Write (no visual)
V,O-006801,Active,SD-000138,Expressive
v,O-006802,Active,SD-000138,Expressive
v,O-006803,Active,SD-000145,Expressive
v,O-006804,Active,SD-000521,Write (with visual)
V,O-006805,Active,SD-000521,Write (with visual)
v words,O-006806,Active,SD-000518,Words - VI
v?,O-006807,Active,SD-000065,CV - VI
v?,O-006808,Active,SD-000065,CV - VI
Van,O-006809,Active,SD-000262,Matching
Various,O-006810,Active,SD-000210,Identical
Various,O-006811,Active,SD-000286,Non-Identical
Various,O-006812,Active,SD-000211,Identical
Various,O-006813,Active,SD-000287,Non-identical
Various,O-006814,Active,SD-000212,Identical
Various,O-006815,Active,SD-000288,Non-identical
Various,O-006816,Active,SD-000359,Receptive
Various,O-006817,Active,SD-000288,Non-identical
Various,O-006818,Active,SD-000170,Expressive Q/A
Various,O-006819,Active,SD-000170,Expressive Q/A
Various,O-006820,Active,SD-000049,Colouring
Various,O-006821,Active,SD-000049,Colouring
Various,O-006822,Active,SD-000360,Receptive
Various,O-006823,Active,SD-000217,Imitation
Various,O-006824,Active,SD-000361,Receptive
Various,O-006825,Active,SD-000218,Imitation
Various,O-006826,Active,SD-000319,Prebuilt 2D
Various,O-006827,Active,SD-000401,Receptive Instruction
Various,O-006828,Active,SD-000183,Game
Various,O-006829,Active,SD-000124,Expressive
Various,O-006830,Active,SD-000227,In Vivo
Various,O-006831,Active,SD-000033,Brainstorming
Various,O-006832,Active,SD-000159,Expressive - What is
Various,O-006833,Active,SD-000332,Q/A
Various,O-006834,Active,SD-000341,Q/A w clause
Various,O-006835,Active,SD-000219,Imitation
Various,O-006836,Active,SD-000367,Receptive
Various,O-006837,Active,SD-000257,Matching
Various,O-006838,Active,SD-000368,Receptive
Various,O-006839,Active,SD-000029,Between 2 people
Various,O-006840,Active,SD-000228,Instruction
Various,O-006841,Active,SD-000054,Independent request
Various,O-006842,Active,SD-000130,Expressive
Various,O-006843,Active,SD-000233,Instruction w condition
Various,O-006844,Active,SD-000207,How they feel
Various,O-006845,Active,SD-000208,How to help
Various,O-006846,Active,SD-000234,Instruction w contextual cue
Various,O-006847,Active,SD-000229,Instruction
Various,O-006848,Active,SD-000375,Receptive
Various,O-006849,Active,SD-000135,Expressive
various,O-006850,Active,SD-000006,2 steps
various,O-006851,Active,SD-000010,3 steps
Various,O-006852,Active,SD-000021,Activity
Various,O-006853,Active,SD-000347,Question discrimination
Various,O-006854,Active,SD-000035,Brainstorming
Various,O-006855,Active,SD-000490,VI intonation - sentence
Various,O-006856,Active,SD-000380,Receptive
Various,O-006857,Active,SD-000428,Sequence
Various,O-006858,Active,SD-000307,Imitation
Various,O-006859,Active,SD-000462,Third person planned model
Various,O-006860,Active,SD-000463,Third person unplanned model
Various,O-006861,Active,SD-000308,Imitation
Various,O-006862,Active,SD-000214,Identical Receptive
Various,O-006863,Active,SD-000290,Receptive (opposite) (item)
Various,O-006864,Active,SD-000222,Imitation
Various,O-006865,Active,SD-000263,Matching
Various,O-006866,Active,SD-000386,Receptive
Various,O-006867,Active,SD-000023,Activity
Various,O-006868,Active,SD-000041,Change aspect of play
Various,O-006869,Active,SD-000389,Receptive
Various,O-006870,Active,SD-000352,Rec. Instr.
Various,O-006871,Active,SD-000007,2D Receptive
Various,O-006872,Active,SD-000011,3D Receptive
Various,O-006873,Active,SD-000356,Rec. play instr.
Various,O-006874,Active,SD-000011,3D Receptive
Various,O-006875,Active,SD-000449,Statement
Various,O-006876,Active,SD-000149,Expressive
Various,O-006877,Active,SD-000442,Song exposure
Various,O-006878,Active,SD-000069,Do (activity)
Various,O-006879,Active,SD-000265,Matching
Various,O-006880,Active,SD-000488,VI - sentence intonation
Various,O-006881,Active,SD-000241,item removed
Various,O-006882,Active,SD-000154,Expressive
Various,O-006883,Active,SD-000519,Worksheet
Various,O-006884,Active,SD-000520,Write (no visual)
Various,O-006885,Active,SD-000363,Receptive
Various,O-006886,Active,SD-000125,Expressive
Various,O-006887,Active,SD-000122,Expressive
Various,O-006888,Active,SD-000403,Receptive Q/A
Various,O-006889,Active,SD-000160,Expressive (Animal says...)
Various,O-006890,Active,SD-000300,Pasting
Various,O-006891,Active,SD-000062,Cutting
Various,O-006892,Active,SD-000123,Expressive
Various,O-006893,Active,SD-000032,Brainstorm
Various,O-006894,Active,SD-000340,Q/A
Various,O-006895,Active,SD-000451,Statement
Various,O-006896,Active,SD-000362,Receptive
Various,O-006897,Active,SD-000427,Scenario
Various,O-006898,Active,SD-000255,Matching
Various,O-006899,Active,SD-000444,Sorting
Various,O-006900,Active,SD-000365,Receptive
Various,O-006901,Active,SD-000158,Expressive - Tell me
Various,O-006902,Active,SD-000128,Expressive
Various,O-006903,Active,SD-000001,1 person
Various,O-006904,Active,SD-000370,Receptive
Various,O-006905,Active,SD-000371,Receptive
Various,O-006906,Active,SD-000131,Expressive
Various,O-006907,Active,SD-000510,Why
Various,O-006908,Active,SD-000448,Statement
Various,O-006909,Active,SD-000133,Expressive
Various,O-006910,Active,SD-000067,Demonstration
Various,O-006911,Active,SD-000378,Receptive
Various,O-006912,Active,SD-000137,Expressive
Various,O-006913,Active,SD-000249,Location
Various,O-006914,Active,SD-000301,Person
Various,O-006915,Active,SD-000138,Expressive
Various,O-006916,Active,SD-000143,Expressive
Various,O-006917,Active,SD-000086,Exp. non-visual
Various,O-006918,Active,SD-000144,Expressive
Various,O-006919,Active,SD-000311,Planned model with toy
Various,O-006920,Active,SD-000358,Rec. prep. location
Various,O-006921,Active,SD-000353,Rec. item prep. loc.
Various,O-006922,Active,SD-000090,Exp. prep. location
Various,O-006923,Active,SD-000081,Exp. item. prep. loc.
Various,O-006924,Active,SD-000045,Client Preposition
Various,O-006925,Active,SD-000005,2 step rec. play instr.
Various,O-006926,Active,SD-000264,Matching
Various,O-006927,Active,SD-000391,Receptive
Various,O-006928,Active,SD-000237,Intraverbal
Various,O-006929,Active,SD-000443,Song with imitation
Various,O-006930,Active,SD-000267,Matching
Various,O-006931,Active,SD-000521,Write (with visual)
Various,O-006934,Active,SD-000251,Mand
Various,O-006936,Active,SD-000366,Receptive
Various,O-006938,Active,SD-000421,Safe Throwing Activity
Various,O-006939,Active,SD-000327,Pretend with item
Various,O-006940,Active,SD-000326,Pretend to be
Various,O-006941,Active,SD-000275,Model
Various,O-006942,Active,SD-000523,Written Word
Various,O-006943,Active,SD-000256,Matching
Various,O-006944,Active,SD-000366,Receptive
Various,O-006945,Active,SD-000127,Expressive
Various,O-006948,Active,SD-000047,Colour
Various,O-006949,Active,SD-000435,Shape
Various,O-006950,Active,SD-000048,Colour/shape
various,O-006951,Active,SD-000514,Why/because
Various,O-006955,Active,SD-000246,List
Various,O-006956,Active,SD-000415,Reverse why/because
Various,O-006957,Active,SD-000511,Why don't/because
Various,O-006958,Active,SD-000431,Sequence
Various,O-006959,Active,SD-000148,Expressive
Various,O-006960,Active,SD-000078,Exp. function
Various,O-006961,Active,SD-000480,Tracing
Various,O-006962,Active,SD-000242,Item with visual
Various,O-006963,Active,SD-000318,Point in direction
Various,O-006964,Active,SD-000063,Cutting and Pasting Activity
Various,O-006965,Active,SD-000440,Social game
Various,O-006966,Active,SD-000351,Rec. instr.
Various,O-006967,Active,SD-000513,Why/because
Various,O-006969,Active,SD-000077,Engage In Strategy
Various,O-006970,Active,SD-000460,Tell me how to
Various,O-006971,Active,SD-000066,Daily living task
various,O-006973,Active,SD-000151,Expressive
Various,O-006974,Active,SD-000262,Matching
Various,O-006977,Active,SD-000150,Expressive
Various,O-006978,Active,SD-000512,Why not
Various,O-006981,Active,SD-000316,PLQ Mand
Various,O-006982,Active,SD-000314,PLQ Intraverbal
Various,O-006984,Active,SD-000161,Expressive 3rd person
Various,O-006985,Active,SD-000237,Intraverbal
Various - re-intro'd,O-006986,Active,SD-000237,Intraverbal
Various 2 step activities,O-006987,Active,SD-000069,Do (activity)
Various 2 step instructions,O-006988,Active,SD-000234,Instruction w contextual cue
Various 3 step activities,O-006989,Active,SD-000069,Do (activity)
Various 4 step activities,O-006990,Active,SD-000069,Do (activity)
Various 5 step activities,O-006991,Active,SD-000069,Do (activity)
Various 6 step activities,O-006992,Active,SD-000069,Do (activity)
Various 7 step activities,O-006993,Active,SD-000069,Do (activity)
Various 8 step activities,O-006994,Active,SD-000069,Do (activity)
Various activities,O-006995,Active,SD-000041,Change aspect of play
various letters,O-006996,Active,SD-000479,Trace
various numbers,O-006998,Active,SD-000479,Trace
various pictures,O-006999,Active,SD-000479,Trace
Various Requests,O-007000,Active,SD-000054,Independent request
Various Sequences,O-007001,Active,SD-000517,Without Items
Various single step,O-007002,Active,SD-000234,Instruction w contextual cue
Various single words,O-007003,Active,SD-000518,Words - VI
various situations,O-007004,Active,SD-000338,Q/A
various situations,O-007005,Active,SD-000418,Role play
Various slow actions,O-007006,Active,SD-000308,Imitation
Various Statements,O-007007,Active,SD-000040,With therapists
Various three words,O-007010,Active,SD-000518,Words - VI
Various times,O-007011,Active,SD-000041,Change aspect of play
Various two words,O-007012,Active,SD-000518,Words - VI
various words,O-007013,Active,SD-000479,Trace
VC Blends,O-007014,Active,SD-000145,Expressive
VCV Blends,O-007015,Active,SD-000145,Expressive
v?,O-007016,Active,SD-000065,CV - VI
v?,O-007017,Active,SD-000065,CV - VI
Vegetables,O-007018,Active,SD-000034,Brainstorming
Vegetables,O-007019,Active,SD-000129,Expressive
Vegetables,O-007020,Active,SD-000369,Receptive
Velcro,O-007021,Active,SD-000371,Receptive
Velcro,O-007022,Active,SD-000131,Expressive
velcro off,O-007023,Active,SD-000021,Activity
Verbal,O-007024,Active,SD-000230,Instruction
Verbal and Gesture,O-007025,Active,SD-000235,Instruction with gesture
Vertical Line,O-007026,Active,SD-000180,From model
Vertical Line,O-007027,Active,SD-000374,Receptive
Vertical Line,O-007028,Active,SD-000220,Imitation
Vertical Painting,O-007029,Active,SD-000021,Activity
Vet,O-007030,Active,SD-000078,Exp. function
Vet,O-007031,Active,SD-000142,Expressive
Vet,O-007032,Active,SD-000414,Reverse exp. function
Vet,O-007033,Active,SD-000312,Play scenario
Vet,O-007034,Active,SD-000385,Receptive
Vet,O-007035,Active,SD-000216,Imaginary Play
Vet,O-007036,Active,SD-000381,Receptive
Vet,O-007037,Active,SD-000139,Expressive
Vet,O-007038,Active,SD-000400,Receptive Function
Vet,O-007039,Active,SD-000165,Expressive Function
Vet,O-007040,Active,SD-000117,Exposure
Vet,O-007041,Active,SD-000094,Exposure
Vet play,O-007042,Active,SD-000023,Activity
v?,O-007043,Active,SD-000065,CV - VI
v?,O-007044,Active,SD-000065,CV - VI
Video Modelling,O-007046,Active,SD-000111,Exposure
Violin,O-007047,Active,SD-000007,2D Receptive
Visual,O-007048,Active,SD-000433,Sequencing
Visual A-E,O-007049,Active,SD-000428,Sequence
Visual A-J,O-007050,Active,SD-000428,Sequence
Visual A-O,O-007051,Active,SD-000428,Sequence
Visual A-T,O-007052,Active,SD-000428,Sequence
Visual A-Z,O-007053,Active,SD-000428,Sequence
Visual F-J,O-007054,Active,SD-000428,Sequence
Visual K-O,O-007055,Active,SD-000428,Sequence
Visual P-T,O-007056,Active,SD-000428,Sequence
Visual U-Z,O-007057,Active,SD-000428,Sequence
v?,O-007058,Active,SD-000065,CV - VI
v?,O-007059,Active,SD-000065,CV - VI
Vocalisation,O-007060,Active,SD-000054,Independent request
Volume Loud,O-007069,Active,SD-000489,VI intonation
Volume Loud,O-007070,Active,SD-000487,VI
Volume normal,O-007071,Active,SD-000489,VI intonation
Volume normal,O-007072,Active,SD-000487,VI
Volume quiet,O-007073,Active,SD-000489,VI intonation
Volume quiet,O-007074,Active,SD-000487,VI
v?,O-007075,Active,SD-000065,CV - VI
v?,O-007076,Active,SD-000065,CV - VI
Vv,O-007077,Active,SD-000270,Matching different cases
w,O-007078,Active,SD-000445,Sound paired w gesture
W,O-007079,Active,SD-000259,Matching
w,O-007080,Active,SD-000259,Matching
W,O-007081,Active,SD-000380,Receptive
w,O-007082,Active,SD-000380,Receptive
w,O-007083,Active,SD-000424,Say (sound) th points
w,O-007084,Active,SD-000387,Receptive
w,O-007085,Active,SD-000479,Trace
W,O-007086,Active,SD-000479,Trace
w,O-007087,Active,SD-000438,Single sound VI
w,O-007088,Active,SD-000520,Write (no visual)
W,O-007089,Active,SD-000520,Write (no visual)
W,O-007090,Active,SD-000138,Expressive
w,O-007091,Active,SD-000138,Expressive
w,O-007092,Active,SD-000145,Expressive
w,O-007093,Active,SD-000521,Write (with visual)
W,O-007094,Active,SD-000521,Write (with visual)
w condition,O-007095,Active,SD-000370,Receptive
w words,O-007096,Active,SD-000518,Words - VI
W/O similar names,O-007097,Active,SD-000377,Receptive
w?,O-007098,Active,SD-000065,CV - VI
w?,O-007099,Active,SD-000065,CV - VI
Wait,O-007100,Active,SD-000040,With therapists
Wait,O-007101,Active,SD-000054,Independent request
Wait,O-007102,Active,SD-000056,Communication opportunity
Wait a minute,O-007103,Active,SD-000040,With therapists
Wait a minute,O-007104,Active,SD-000054,Independent request
wake up,O-007105,Active,SD-000152,Expressive
Walk animal,O-007106,Active,SD-000308,Imitation
Walk around objects,O-007107,Active,SD-000197,Go to
Walk around objects with item,O-007108,Active,SD-000201,Go to holding item
Walked,O-007110,Active,SD-000088,Exp. past tense
Want (activity),O-007111,Active,SD-000054,Independent request
Want (item),O-007112,Active,SD-000054,Independent request
Wardrobe,O-007113,Active,SD-000239,Item
was,O-007114,Active,SD-000260,Matching
was,O-007115,Active,SD-000140,Expressive
was,O-007116,Active,SD-000266,Matching
was,O-007117,Active,SD-000154,Expressive
was,O-007118,Active,SD-000382,Receptive
was,O-007119,Active,SD-000392,Receptive
wash,O-007120,Active,SD-000182,Future
Wash hands,O-007121,Active,SD-000234,Instruction w contextual cue
wash hands,O-007122,Active,SD-000460,Tell me how to
Wash Hands,O-007123,Active,SD-000066,Daily living task
Wash hands,O-007124,Active,SD-000464,Toilet routine
wash hands,O-007125,Active,SD-000514,Why/because
washed,O-007126,Active,SD-000299,Past
Washing,O-007127,Active,SD-000359,Receptive
Washing,O-007128,Active,SD-000035,Brainstorming
Washing,O-007129,Active,SD-000122,Expressive
Washing,O-007130,Active,SD-000378,Receptive
Washing,O-007131,Active,SD-000137,Expressive
washing,O-007132,Active,SD-000322,Present
Washing face,O-007133,Active,SD-000148,Expressive
Washing face,O-007134,Active,SD-000431,Sequence
Washing hands,O-007135,Active,SD-000148,Expressive
Washing hands,O-007136,Active,SD-000431,Sequence
Watch,O-007138,Active,SD-000135,Expressive
watch on leg,O-007139,Active,SD-000151,Expressive
Watching,O-007140,Active,SD-000035,Brainstorming
Watching,O-007141,Active,SD-000378,Receptive
Watching,O-007142,Active,SD-000137,Expressive
water,O-007143,Active,SD-000266,Matching
water,O-007144,Active,SD-000154,Expressive
water,O-007145,Active,SD-000392,Receptive
water,O-007146,Active,SD-000124,Expressive
Water,O-007147,Active,SD-000135,Expressive
Water,O-007149,Active,SD-000007,2D Receptive
Water animals,O-007150,Active,SD-000034,Brainstorming
Water animals,O-007151,Active,SD-000129,Expressive
Water animals,O-007152,Active,SD-000369,Receptive
Water Bottle,O-007153,Active,SD-000227,In Vivo
Water play,O-007155,Active,SD-000023,Activity
Water transport,O-007156,Active,SD-000034,Brainstorming
Water transport,O-007157,Active,SD-000129,Expressive
Water transport,O-007158,Active,SD-000369,Receptive
Watering Can,O-007159,Active,SD-000135,Expressive
Watermelon,O-007160,Active,SD-000007,2D Receptive
Wave,O-007161,Active,SD-000408,Reciprocal
Wave,O-007162,Active,SD-000307,Imitation
waved,O-007167,Active,SD-000299,Past
Waving,O-007168,Active,SD-000359,Receptive
Waving,O-007169,Active,SD-000122,Expressive
waving,O-007170,Active,SD-000322,Present
we,O-007172,Active,SD-000260,Matching
we,O-007173,Active,SD-000140,Expressive
we,O-007174,Active,SD-000266,Matching
we,O-007175,Active,SD-000154,Expressive
we,O-007176,Active,SD-000382,Receptive
we,O-007177,Active,SD-000392,Receptive
We,O-007178,Active,SD-000091,Exp. We/they/I/You
w?,O-007179,Active,SD-000065,CV - VI
w?,O-007180,Active,SD-000065,CV - VI
wear a hat,O-007181,Active,SD-000514,Why/because
wear a jacket,O-007182,Active,SD-000514,Why/because
Wearing,O-007183,Active,SD-000035,Brainstorming
Wearing,O-007184,Active,SD-000378,Receptive
Wearing,O-007185,Active,SD-000137,Expressive
Wearing undies,O-007186,Active,SD-000465,Toileting
Wednesday,O-007187,Active,SD-000132,Expressive
Wednesday,O-007188,Active,SD-000373,Receptive
Weekend,O-007189,Active,SD-000132,Expressive
weekends,O-007190,Active,SD-000172,Expressive reverse
Well Done,O-007191,Active,SD-000236,Instructional gesture
Well Done,O-007192,Active,SD-000334,Q/A
Well Done,O-007193,Active,SD-000379,Receptive
Wet,O-007194,Active,SD-000214,Identical Receptive
Wet,O-007195,Active,SD-000290,Receptive (opposite) (item)
Wet,O-007196,Active,SD-000143,Expressive
Wet,O-007197,Active,SD-000086,Exp. non-visual
What,O-007200,Active,SD-000153,Expressive
What are they doing?,O-007201,Active,SD-000524,You be the teacher
What can person see,O-007202,Active,SD-000345,Question
What colour is it?,O-007203,Active,SD-000524,You be the teacher
What did you buy?,O-007204,Active,SD-000450,Statement
what did you do today?,O-007205,Active,SD-000339,Q/A
What did you do?,O-007206,Active,SD-000450,Statement
What did you have?,O-007207,Active,SD-000450,Statement
What did you see?,O-007208,Active,SD-000450,Statement
What is it?,O-007209,Active,SD-000450,Statement
What is it?,O-007210,Active,SD-000524,You be the teacher
What shape is it?,O-007211,Active,SD-000524,You be the teacher
What's the time mr wolf,O-007212,Active,SD-000440,Social game
what's the weather today?,O-007213,Active,SD-000339,Q/A
Wheels,O-007215,Active,SD-000371,Receptive
Wheels,O-007216,Active,SD-000131,Expressive
Wheels on Bus,O-007217,Active,SD-000110,Exposure
Wheels on the bus,O-007218,Active,SD-000251,Mand
Wheels on the Bus,O-007219,Active,SD-000237,Intraverbal
Wheels on the bus,O-007220,Active,SD-000314,PLQ Intraverbal
When,O-007221,Active,SD-000153,Expressive
Where,O-007224,Active,SD-000153,Expressive
Where are we going?,O-007225,Active,SD-000450,Statement
Where are you going today?,O-007226,Active,SD-000339,Q/A
Where are you going tomorrow?,O-007227,Active,SD-000339,Q/A
Where did you go?,O-007228,Active,SD-000450,Statement
Where is it?,O-007229,Active,SD-000524,You be the teacher
White,O-007230,Active,SD-000257,Matching
White,O-007231,Active,SD-000368,Receptive
white,O-007232,Active,SD-000266,Matching
white,O-007233,Active,SD-000154,Expressive
White,O-007234,Active,SD-000128,Expressive
white,O-007235,Active,SD-000392,Receptive
White food,O-007236,Active,SD-000034,Brainstorming
White food,O-007237,Active,SD-000129,Expressive
White food,O-007238,Active,SD-000369,Receptive
Who,O-007239,Active,SD-000153,Expressive
Who did you go with?,O-007240,Active,SD-000450,Statement
Who is it?,O-007241,Active,SD-000524,You be the teacher
Why,O-007242,Active,SD-000153,Expressive
Why Different?,O-007243,Active,SD-000147,Expressive
Why same?,O-007244,Active,SD-000147,Expressive
w?,O-007245,Active,SD-000065,CV - VI
w?,O-007246,Active,SD-000065,CV - VI
window,O-007247,Active,SD-000266,Matching
window,O-007248,Active,SD-000154,Expressive
Window,O-007249,Active,SD-000371,Receptive
Window,O-007250,Active,SD-000131,Expressive
window,O-007251,Active,SD-000392,Receptive
Window,O-007252,Active,SD-000249,Location
Wing,O-007253,Active,SD-000371,Receptive
Wing,O-007254,Active,SD-000131,Expressive
Winter clothes,O-007255,Active,SD-000034,Brainstorming
Winter clothes,O-007256,Active,SD-000129,Expressive
Winter clothes,O-007257,Active,SD-000369,Receptive
Wipe,O-007258,Active,SD-000464,Toilet routine
with,O-007259,Active,SD-000260,Matching
with,O-007260,Active,SD-000140,Expressive
with,O-007261,Active,SD-000266,Matching
with,O-007262,Active,SD-000154,Expressive
with,O-007263,Active,SD-000382,Receptive
with,O-007264,Active,SD-000392,Receptive
with distractions,O-007265,Active,SD-000519,Worksheet
With distractor colour/s,O-007266,Active,SD-000050,Colours
With distractor item/s,O-007267,Active,SD-000213,Identical
With distractor item/s,O-007268,Active,SD-000289,Non-Identical
With nose,O-007269,Active,SD-000317,Point
With similar names,O-007270,Active,SD-000377,Receptive
w?,O-007271,Active,SD-000065,CV - VI
w?,O-007272,Active,SD-000065,CV - VI
Women,O-007273,Active,SD-000388,Receptive
Woolworths,O-007274,Active,SD-000381,Receptive
Woolworths,O-007275,Active,SD-000139,Expressive
Woolworths,O-007276,Active,SD-000165,Expressive Function
Woolworths,O-007277,Active,SD-000400,Receptive Function
Word visual,O-007278,Active,SD-000482,Type
Worksheet,O-007279,Active,SD-000219,Imitation
Worksheet,O-007280,Active,SD-000367,Receptive
Worksheet,O-007281,Active,SD-000501,Visual cue
Worried,O-007282,Active,SD-000074,Emotions Brainstorming
Worried/nervous,O-007283,Active,SD-000207,How they feel
Worried/nervous,O-007284,Active,SD-000208,How to help
Worried/nervous,O-007285,Active,SD-000510,Why
write,O-007286,Active,SD-000182,Future
Writing,O-007287,Active,SD-000359,Receptive
Writing,O-007288,Active,SD-000035,Brainstorming
Writing,O-007289,Active,SD-000122,Expressive
Writing,O-007290,Active,SD-000378,Receptive
Writing,O-007291,Active,SD-000137,Expressive
writing,O-007292,Active,SD-000322,Present
wrote,O-007293,Active,SD-000299,Past
Wrote,O-007294,Active,SD-000088,Exp. past tense
w?,O-007295,Active,SD-000065,CV - VI
w?,O-007296,Active,SD-000065,CV - VI
Ww,O-007297,Active,SD-000270,Matching different cases
x,O-007298,Active,SD-000445,Sound paired w gesture
X,O-007299,Active,SD-000259,Matching
x,O-007300,Active,SD-000259,Matching
X,O-007301,Active,SD-000380,Receptive
x,O-007302,Active,SD-000380,Receptive
x,O-007303,Active,SD-000387,Receptive
x,O-007304,Active,SD-000479,Trace
X,O-007305,Active,SD-000479,Trace
x,O-007306,Active,SD-000438,Single sound VI
x,O-007307,Active,SD-000520,Write (no visual)
X,O-007308,Active,SD-000520,Write (no visual)
X,O-007309,Active,SD-000138,Expressive
x,O-007310,Active,SD-000138,Expressive
x,O-007311,Active,SD-000145,Expressive
x,O-007312,Active,SD-000521,Write (with visual)
X,O-007313,Active,SD-000521,Write (with visual)
X shape,O-007314,Active,SD-000180,From model
X shape,O-007315,Active,SD-000374,Receptive
X shape,O-007316,Active,SD-000220,Imitation
x words,O-007317,Active,SD-000518,Words - VI
x?,O-007318,Active,SD-000065,CV - VI
x?,O-007319,Active,SD-000065,CV - VI
x?,O-007320,Active,SD-000065,CV - VI
x?,O-007321,Active,SD-000065,CV - VI
x?,O-007322,Active,SD-000065,CV - VI
x?,O-007323,Active,SD-000065,CV - VI
x?,O-007324,Active,SD-000065,CV - VI
x?,O-007325,Active,SD-000065,CV - VI
x?,O-007326,Active,SD-000065,CV - VI
x?,O-007327,Active,SD-000065,CV - VI
Xx,O-007328,Active,SD-000270,Matching different cases
xylophone,O-007329,Active,SD-000294,Out of sight
y,O-007330,Active,SD-000445,Sound paired w gesture
Y,O-007331,Active,SD-000259,Matching
y,O-007332,Active,SD-000259,Matching
Y,O-007333,Active,SD-000380,Receptive
y,O-007334,Active,SD-000380,Receptive
y,O-007335,Active,SD-000424,Say (sound) th points
y,O-007336,Active,SD-000387,Receptive
y,O-007337,Active,SD-000479,Trace
Y,O-007338,Active,SD-000479,Trace
y,O-007339,Active,SD-000438,Single sound VI
y,O-007340,Active,SD-000520,Write (no visual)
Y,O-007341,Active,SD-000520,Write (no visual)
Y,O-007342,Active,SD-000138,Expressive
y,O-007343,Active,SD-000138,Expressive
y,O-007344,Active,SD-000145,Expressive
y,O-007345,Active,SD-000521,Write (with visual)
Y,O-007346,Active,SD-000521,Write (with visual)
y words,O-007347,Active,SD-000518,Words - VI
y?,O-007348,Active,SD-000065,CV - VI
y?,O-007349,Active,SD-000065,CV - VI
y?,O-007350,Active,SD-000065,CV - VI
y?,O-007351,Active,SD-000065,CV - VI
Yellow,O-007352,Active,SD-000257,Matching
Yellow,O-007353,Active,SD-000368,Receptive
yellow,O-007354,Active,SD-000266,Matching
yellow,O-007355,Active,SD-000154,Expressive
Yellow,O-007356,Active,SD-000128,Expressive
yellow,O-007357,Active,SD-000392,Receptive
Yellow circle,O-007360,Active,SD-000256,Matching
Yellow circle,O-007361,Active,SD-000127,Expressive
Yellow circle,O-007362,Active,SD-000366,Receptive
Yellow food,O-007363,Active,SD-000034,Brainstorming
Yellow food,O-007364,Active,SD-000129,Expressive
Yellow food,O-007365,Active,SD-000369,Receptive
Yellow heart,O-007366,Active,SD-000256,Matching
Yellow heart,O-007367,Active,SD-000127,Expressive
Yellow heart,O-007368,Active,SD-000366,Receptive
Yellow moon,O-007369,Active,SD-000256,Matching
Yellow moon,O-007370,Active,SD-000127,Expressive
Yellow moon,O-007371,Active,SD-000366,Receptive
Yellow square,O-007372,Active,SD-000256,Matching
Yellow square,O-007373,Active,SD-000127,Expressive
Yellow square,O-007374,Active,SD-000366,Receptive
Yellow star,O-007375,Active,SD-000256,Matching
Yellow star,O-007376,Active,SD-000127,Expressive
Yellow star,O-007377,Active,SD-000366,Receptive
Yes,O-007378,Active,SD-000236,Instructional gesture
Yes,O-007379,Active,SD-000334,Q/A
Yes,O-007380,Active,SD-000106,Exposure
Yes,O-007381,Active,SD-000109,Exposure
Yes,O-007382,Active,SD-000178,Factual
Yes,O-007383,Active,SD-000379,Receptive
Yes,O-007384,Active,SD-000051,Comm. opportunity
Yes,O-007385,Active,SD-000349,Question without visual
Yes,O-007386,Active,SD-000348,Question with visual
Yes,O-007387,Active,SD-000054,Independent request
yes,O-007388,Active,SD-000056,Communication opportunity
Yes/no,O-007389,Active,SD-000054,Independent request
Yes/no exposure,O-007391,Active,SD-000054,Independent request
Yesterday,O-007392,Active,SD-000132,Expressive
yesterday,O-007393,Active,SD-000437,Signicant activity
y?,O-007394,Active,SD-000065,CV - VI
y?,O-007395,Active,SD-000065,CV - VI
y?,O-007396,Active,SD-000065,CV - VI
y?,O-007397,Active,SD-000065,CV - VI
Yoghurt,O-007399,Active,SD-000175,Expressive visual only
Yoghurt,O-007400,Active,SD-000135,Expressive
you,O-007401,Active,SD-000260,Matching
you,O-007402,Active,SD-000140,Expressive
you,O-007403,Active,SD-000266,Matching
you,O-007404,Active,SD-000154,Expressive
you,O-007405,Active,SD-000382,Receptive
you,O-007406,Active,SD-000392,Receptive
You,O-007407,Active,SD-000091,Exp. We/they/I/You
You,O-007408,Active,SD-000080,Exp. I/You (who)
You,O-007409,Active,SD-000079,Exp. I/you (what)
you want to play by yourself,O-007410,Active,SD-000419,Role projection
you want to play with someone,O-007411,Active,SD-000419,Role projection
young,O-007412,Active,SD-000456,Synonym
Your,O-007413,Active,SD-000354,Rec. My/Your
Your,O-007414,Active,SD-000085,Exp. My/Your
Your (body part),O-007415,Active,SD-000354,Rec. My/Your
Your (body part),O-007416,Active,SD-000085,Exp. My/Your
