Name,OID__c,Status__c,SDID__c,SD_Name__c
Helicopter,O-003402,Active,SD-000135,Expressive
Helicopter,O-003403,Active,SD-000007,2D Receptive
helicopter,O-003404,Active,SD-000266,Matching
helicopter,O-003405,Active,SD-000154,Expressive
Teacher's name,O-006302,Active,SD-000411,Reciprocal
teachers,O-006303,Active,SD-000246,List
teachers,O-006304,Active,SD-000332,Q/A
Swimming pool,O-006099,Active,SD-000381,Receptive
Swimming pool,O-006100,Active,SD-000168,Expressive Occupation Location
Swimming pool,O-006101,Active,SD-000139,Expressive
Swimming pool,O-006102,Active,SD-000400,Receptive Function
Food Play,O-002780,Active,SD-000023,Activity
Foot,O-002781,Active,SD-000371,Receptive
Foot,O-002782,Active,SD-000131,Expressive
for,O-002783,Active,SD-000260,Matching
Cold,O-001745,Active,SD-000086,Exp. non-visual
cold,O-001746,Active,SD-000415,Reverse why/because
Cold drinks,O-001747,Active,SD-000034,Brainstorming
Cold drinks,O-001748,Active,SD-000129,Expressive
?n,O-000691,Active,SD-000484,VC - VI
and,O-000692,Active,SD-000260,Matching
and,O-000693,Active,SD-000140,Expressive
and,O-000694,Active,SD-000266,Matching
Wave,O-007163,Active,SD-000352,Rec. Instr.
wave,O-007164,Active,SD-000182,Future
Waved,O-007166,Active,SD-000088,Exp. past tense
Near,O-004440,Active,SD-000086,Exp. non-visual
Need help,O-004442,Active,SD-000338,Q/A
Need to use the bathroom,O-004443,Active,SD-000338,Q/A
Neither client or TA,O-004444,Active,SD-000215,If/then
l,O-004029,Active,SD-000145,Expressive
l,O-004030,Active,SD-000521,Write (with visual)
L,O-004031,Active,SD-000521,Write (with visual)
L shape,O-004032,Active,SD-000180,From model
r,O-005258,Active,SD-000445,Sound paired w gesture
R,O-005259,Active,SD-000259,Matching
r,O-005260,Active,SD-000259,Matching
R,O-005261,Active,SD-000380,Receptive
s?,O-005465,Active,SD-000065,CV - VI
Sad,O-005466,Active,SD-000207,How they feel
Sad,O-005467,Active,SD-000208,How to help
Sad,O-005468,Active,SD-000258,Matching
1,O-000001,Active,SD-000141,Expressive
1,O-000002,Active,SD-000206,How many (items)?
1,O-000003,Active,SD-000285,Non-ID quantity matching
1,O-000004,Active,SD-000342,Quantity to numeral matching
1,O-000005,Active,SD-000261,Matching
1,O-000006,Active,SD-000383,Receptive
1,O-000007,Active,SD-000192,Give me (number) (item)
1,O-000008,Active,SD-000521,Write (with visual)
1,O-000009,Active,SD-000479,Trace
2,O-000010,Active,SD-000141,Expressive
2,O-000011,Active,SD-000206,How many (items)?
2,O-000012,Active,SD-000285,Non-ID quantity matching
2,O-000013,Active,SD-000342,Quantity to numeral matching
2,O-000014,Active,SD-000261,Matching
2,O-000015,Active,SD-000383,Receptive
2,O-000016,Active,SD-000192,Give me (number) (item)
2,O-000017,Active,SD-000521,Write (with visual)
2,O-000018,Active,SD-000479,Trace
3,O-000019,Active,SD-000141,Expressive
3,O-000020,Active,SD-000206,How many (items)?
3,O-000021,Active,SD-000285,Non-ID quantity matching
3,O-000022,Active,SD-000342,Quantity to numeral matching
3,O-000023,Active,SD-000261,Matching
3,O-000024,Active,SD-000383,Receptive
3,O-000025,Active,SD-000192,Give me (number) (item)
3,O-000026,Active,SD-000521,Write (with visual)
3,O-000027,Active,SD-000479,Trace
4,O-000028,Active,SD-000141,Expressive
4,O-000029,Active,SD-000206,How many (items)?
4,O-000030,Active,SD-000285,Non-ID quantity matching
4,O-000031,Active,SD-000342,Quantity to numeral matching
4,O-000032,Active,SD-000261,Matching
4,O-000033,Active,SD-000383,Receptive
4,O-000034,Active,SD-000192,Give me (number) (item)
4,O-000035,Active,SD-000521,Write (with visual)
4,O-000036,Active,SD-000479,Trace
5,O-000037,Active,SD-000141,Expressive
5,O-000038,Active,SD-000206,How many (items)?
5,O-000039,Active,SD-000285,Non-ID quantity matching
5,O-000040,Active,SD-000342,Quantity to numeral matching
5,O-000041,Active,SD-000261,Matching
5,O-000042,Active,SD-000383,Receptive
5,O-000043,Active,SD-000192,Give me (number) (item)
5,O-000044,Active,SD-000521,Write (with visual)
5,O-000045,Active,SD-000479,Trace
6,O-000046,Active,SD-000141,Expressive
6,O-000047,Active,SD-000206,How many (items)?
6,O-000048,Active,SD-000285,Non-ID quantity matching
6,O-000049,Active,SD-000342,Quantity to numeral matching
6,O-000050,Active,SD-000261,Matching
6,O-000051,Active,SD-000383,Receptive
6,O-000052,Active,SD-000192,Give me (number) (item)
6,O-000053,Active,SD-000521,Write (with visual)
6,O-000054,Active,SD-000479,Trace
7,O-000055,Active,SD-000141,Expressive
7,O-000056,Active,SD-000206,How many (items)?
7,O-000057,Active,SD-000261,Matching
7,O-000058,Active,SD-000383,Receptive
7,O-000059,Active,SD-000192,Give me (number) (item)
7,O-000060,Active,SD-000521,Write (with visual)
7,O-000061,Active,SD-000479,Trace
8,O-000062,Active,SD-000141,Expressive
8,O-000063,Active,SD-000206,How many (items)?
8,O-000064,Active,SD-000261,Matching
8,O-000065,Active,SD-000383,Receptive
8,O-000066,Active,SD-000192,Give me (number) (item)
8,O-000067,Active,SD-000521,Write (with visual)
8,O-000068,Active,SD-000479,Trace
9,O-000069,Active,SD-000141,Expressive
9,O-000070,Active,SD-000206,How many (items)?
9,O-000071,Active,SD-000261,Matching
9,O-000072,Active,SD-000383,Receptive
9,O-000073,Active,SD-000192,Give me (number) (item)
9,O-000074,Active,SD-000521,Write (with visual)
9,O-000075,Active,SD-000479,Trace
10,O-000076,Active,SD-000141,Expressive
10,O-000077,Active,SD-000206,How many (items)?
10,O-000078,Active,SD-000261,Matching
10,O-000079,Active,SD-000383,Receptive
10,O-000080,Active,SD-000192,Give me (number) (item)
10,O-000081,Active,SD-000479,Trace
11,O-000082,Active,SD-000141,Expressive
11,O-000083,Active,SD-000261,Matching
11,O-000084,Active,SD-000383,Receptive
12,O-000085,Active,SD-000141,Expressive
12,O-000086,Active,SD-000261,Matching
12,O-000087,Active,SD-000383,Receptive
13,O-000088,Active,SD-000141,Expressive
13,O-000089,Active,SD-000261,Matching
13,O-000090,Active,SD-000383,Receptive
14,O-000091,Active,SD-000141,Expressive
14,O-000092,Active,SD-000261,Matching
14,O-000093,Active,SD-000383,Receptive
15,O-000094,Active,SD-000141,Expressive
15,O-000095,Active,SD-000261,Matching
15,O-000096,Active,SD-000383,Receptive
16,O-000097,Active,SD-000141,Expressive
16,O-000098,Active,SD-000261,Matching
16,O-000099,Active,SD-000383,Receptive
17,O-000100,Active,SD-000141,Expressive
17,O-000101,Active,SD-000261,Matching
17,O-000102,Active,SD-000383,Receptive
18,O-000103,Active,SD-000141,Expressive
18,O-000104,Active,SD-000261,Matching
18,O-000105,Active,SD-000383,Receptive
19,O-000106,Active,SD-000141,Expressive
19,O-000107,Active,SD-000261,Matching
19,O-000108,Active,SD-000383,Receptive
20,O-000109,Active,SD-000141,Expressive
20,O-000110,Active,SD-000261,Matching
20,O-000111,Active,SD-000383,Receptive
.5m,O-000112,Active,SD-000029,Between 2 people
.5m,O-000113,Active,SD-000001,1 person
.5m Organised field table,O-000114,Active,SD-000238,Item
(Action) and (Action),O-000115,Active,SD-000370,Receptive
(activity) please,O-000116,Active,SD-000054,Independent request
(animal) says (sound),O-000117,Active,SD-000449,Statement
(Colour) foods,O-000118,Active,SD-000034,Brainstorming
(Colour) foods,O-000119,Active,SD-000129,Expressive
(Colour) foods,O-000120,Active,SD-000369,Receptive
(Item) has (component label),O-000121,Active,SD-000449,Statement
(Item) is (colour),O-000122,Active,SD-000449,Statement
(Item) is (opposite),O-000123,Active,SD-000449,Statement
(item) is (preposition),O-000124,Active,SD-000449,Statement
(Item) is a (category),O-000125,Active,SD-000449,Statement
(Item) is for (function),O-000126,Active,SD-000449,Statement
(item) please,O-000127,Active,SD-000054,Independent request
(Items) are Different,O-000128,Active,SD-000147,Expressive
(Items) are Same,O-000129,Active,SD-000147,Expressive
(Name),O-000130,Active,SD-000303,Person not attending
(Names) turn,O-000131,Active,SD-000040,With therapists
(number) of items,O-000132,Active,SD-000384,Receptive
(Person) Angry,O-000133,Active,SD-000375,Receptive
(Person) Angry,O-000134,Active,SD-000133,Expressive
(Person) can I have (activity),O-000135,Active,SD-000054,Independent request
(Person) can I have (item),O-000136,Active,SD-000054,Independent request
(Person) can I have (item) please,O-000137,Active,SD-000054,Independent request
(Person) can I have(activity) please,O-000138,Active,SD-000054,Independent request
(Person) come,O-000139,Active,SD-000054,Independent request
(Person) Generalised,O-000140,Active,SD-000133,Expressive
(Person) Happy,O-000141,Active,SD-000375,Receptive
(Person) Happy,O-000142,Active,SD-000133,Expressive
(Person) I want (activity),O-000143,Active,SD-000054,Independent request
(Person) I want (activity) please,O-000144,Active,SD-000054,Independent request
(Person) I want (item),O-000145,Active,SD-000054,Independent request
(Person) I want (item) please,O-000146,Active,SD-000054,Independent request
(Person) play with me,O-000147,Active,SD-000054,Independent request
(Person) Sad,O-000148,Active,SD-000375,Receptive
(Person) Sad,O-000149,Active,SD-000133,Expressive
(Person) Surprised,O-000150,Active,SD-000375,Receptive
(Person) Surprised,O-000151,Active,SD-000133,Expressive
(Person) Various emotions,O-000152,Active,SD-000375,Receptive
(Person) Various emotions,O-000153,Active,SD-000133,Expressive
+ Shape,O-000154,Active,SD-000180,From model
+ Shape,O-000155,Active,SD-000374,Receptive
+ Shape,O-000156,Active,SD-000220,Imitation
1 hand action various,O-000157,Active,SD-000307,Imitation
1 hour after,O-000158,Active,SD-000437,Signicant activity
1 item,O-000159,Active,SD-000061,Count (items)
1 metre,O-000163,Active,SD-000204,Holding hands
1 metre,O-000164,Active,SD-000291,Not holding hands
1 min,O-000165,Active,SD-000505,Wait w visual
1 minute,O-000167,Active,SD-000073,Eat food
1 minute,O-000168,Active,SD-000253,Mat time
1 minute,O-000169,Active,SD-000516,With visual
1 minute,O-000170,Active,SD-000515,With gesture
1 minute,O-000171,Active,SD-000471,Tolerance
1 minute,O-000172,Active,SD-000037,Brushing teeth
1 minute,O-000173,Active,SD-000457,Ta
1 minute,O-000174,Active,SD-000506,Wait w/o visual
1 minute - medium preferred item,O-000175,Active,SD-000457,Ta
1 minute - non preferred item,O-000176,Active,SD-000457,Ta
1 minute - preferred item,O-000177,Active,SD-000457,Ta
1 minute 30 seconds,O-000178,Active,SD-000253,Mat time
1 minute 30 seconds,O-000179,Active,SD-000037,Brushing teeth
1 Number,O-000180,Active,SD-000247,List Numbers
1 picture,O-000181,Active,SD-000436,Show items/pictures
1 second,O-000182,Active,SD-000516,With visual
1 second,O-000183,Active,SD-000515,With gesture
1 second,O-000184,Active,SD-000037,Brushing teeth
1 second,O-000185,Active,SD-000457,Ta
1 second - medium preferred item,O-000187,Active,SD-000457,Ta
1 second - non preferred item,O-000188,Active,SD-000457,Ta
1 second - preferred item,O-000189,Active,SD-000457,Ta
1 seconds,O-000191,Active,SD-000505,Wait w visual
1 shape,O-000192,Active,SD-000049,Colouring
1 shape,O-000193,Active,SD-000219,Imitation
1 shape,O-000194,Active,SD-000367,Receptive
1 Shape,O-000195,Active,SD-000300,Pasting
1 Snip,O-000196,Active,SD-000062,Cutting
1 statement,O-000197,Active,SD-000229,Instruction
1 statement,O-000198,Active,SD-000448,Statement
1 Step,O-000199,Active,SD-000013,Action
1 Step,O-000200,Active,SD-000015,Action w item
1 step,O-000201,Active,SD-000204,Holding hands
1 step,O-000202,Active,SD-000291,Not holding hands
1 step - 1m away,O-000203,Active,SD-000013,Action
1 step - 2m away,O-000204,Active,SD-000013,Action
1 step - 3m away,O-000205,Active,SD-000013,Action
1 Step Chain,O-000206,Active,SD-000311,Planned model with toy
1 task (close ended),O-000208,Active,SD-000070,Do schedule
1 task (open ended),O-000209,Active,SD-000070,Do schedule
1 token,O-000210,Active,SD-000466,Token board
1 Word,O-000211,Active,SD-000248,List words
1-10 no strip,O-000212,Active,SD-000429,Sequence
1-10 strip,O-000213,Active,SD-000429,Sequence
1-20 no strip,O-000214,Active,SD-000429,Sequence
1-20 strip,O-000215,Active,SD-000429,Sequence
1-5 no strip,O-000216,Active,SD-000429,Sequence
1-5 strip,O-000217,Active,SD-000429,Sequence
1 2 3,O-000218,Active,SD-000054,Independent request
1/2m away,O-000223,Active,SD-000228,Instruction
1+ minutes,O-000224,Active,SD-000505,Wait w visual
10 in the bed,O-000225,Active,SD-000110,Exposure
10 items,O-000226,Active,SD-000061,Count (items)
10 mins,O-000227,Active,SD-000505,Wait w visual
10 minutes,O-000228,Active,SD-000073,Eat food
10 minutes,O-000229,Active,SD-000471,Tolerance
10 minutes after,O-000230,Active,SD-000437,Signicant activity
10 seconds,O-000233,Active,SD-000253,Mat time
10 seconds,O-000234,Active,SD-000328,Program stimuli
10 seconds,O-000235,Active,SD-000516,With visual
10 seconds,O-000236,Active,SD-000515,With gesture
10 seconds,O-000237,Active,SD-000505,Wait w visual
10 seconds,O-000238,Active,SD-000412,Reinforcing item
10 seconds,O-000239,Active,SD-000283,No item
10 seconds,O-000240,Active,SD-000037,Brushing teeth
10 seconds,O-000241,Active,SD-000457,Ta
10 seconds - medium preferred item,O-000243,Active,SD-000457,Ta
10 seconds - non preferred,O-000244,Active,SD-000457,Ta
10 seconds - preferred item,O-000245,Active,SD-000457,Ta
11-15 no strip,O-000251,Active,SD-000429,Sequence
11-15 strip,O-000252,Active,SD-000429,Sequence
11-20 no strip,O-000253,Active,SD-000429,Sequence
11-20 strip,O-000254,Active,SD-000429,Sequence
12 pc bus puzzle,O-000255,Active,SD-000069,Do (activity)
12 pc farm puzzle,O-000256,Active,SD-000069,Do (activity)
12 pc fire truck,O-000257,Active,SD-000069,Do (activity)
12 pc race car puzzle,O-000258,Active,SD-000069,Do (activity)
15 Seconds,O-000260,Active,SD-000505,Wait w visual
15 seconds,O-000261,Active,SD-000037,Brushing teeth
15 seconds,O-000262,Active,SD-000457,Ta
15 seconds - medium preferred item,O-000264,Active,SD-000457,Ta
15 seconds - non preferred item,O-000265,Active,SD-000457,Ta
15 seconds - preferred item,O-000266,Active,SD-000457,Ta
15-20 no strip,O-000267,Active,SD-000429,Sequence
15-20 strip,O-000268,Active,SD-000429,Sequence
16 pc train puzzle,O-000274,Active,SD-000069,Do (activity)
1cm strip .5cm line,O-000275,Active,SD-000064,Cutting on line
1cm strip 1cm line,O-000276,Active,SD-000064,Cutting on line
1cm strip 2cm line,O-000277,Active,SD-000064,Cutting on line
1m,O-000278,Active,SD-000029,Between 2 people
1m,O-000279,Active,SD-000330,Put it down
1m,O-000280,Active,SD-000003,2 items
1m,O-000281,Active,SD-000001,1 person
Open,O-000282,Active,SD-000190,Attending
1m,O-000283,Active,SD-000238,Item
1m away,O-000284,Active,SD-000228,Instruction
1m Organised field table,O-000285,Active,SD-000238,Item
2 Activities,O-000293,Active,SD-000021,Activity
2 Activities,O-000294,Active,SD-000069,Do (activity)
2 hands different actions various,O-000295,Active,SD-000307,Imitation
2 items,O-000296,Active,SD-000061,Count (items)
2 metres,O-000300,Active,SD-000204,Holding hands
2 metres,O-000301,Active,SD-000291,Not holding hands
2 minute,O-000302,Active,SD-000073,Eat food
2 minutes,O-000303,Active,SD-000253,Mat time
2 minutes,O-000304,Active,SD-000471,Tolerance
2 minutes,O-000305,Active,SD-000037,Brushing teeth
2 minutes,O-000306,Active,SD-000505,Wait w visual
2 minutes after,O-000308,Active,SD-000437,Signicant activity
2 Numbers,O-000309,Active,SD-000247,List Numbers
2 person discrim,O-000310,Active,SD-000013,Action
2 person discrim,O-000311,Active,SD-000015,Action w item
2 pictures,O-000312,Active,SD-000436,Show items/pictures
2 pieces of info,O-000313,Active,SD-000370,Receptive
2 pieces of info including attribute,O-000314,Active,SD-000370,Receptive
2 pieces of info including preposition,O-000315,Active,SD-000370,Receptive
2 seconds,O-000317,Active,SD-000516,With visual
2 seconds,O-000318,Active,SD-000515,With gesture
2 seconds,O-000319,Active,SD-000505,Wait w visual
2 seconds,O-000320,Active,SD-000037,Brushing teeth
2 seconds,O-000321,Active,SD-000457,Ta
2 seconds - medium preferred item,O-000323,Active,SD-000457,Ta
2 seconds - non preferred item,O-000324,Active,SD-000457,Ta
2 seconds - preferred item,O-000325,Active,SD-000457,Ta
2 Shapes,O-000326,Active,SD-000049,Colouring
2 shapes,O-000327,Active,SD-000219,Imitation
2 shapes,O-000328,Active,SD-000367,Receptive
2 Shapes,O-000329,Active,SD-000300,Pasting
2 Snips,O-000330,Active,SD-000062,Cutting
2 statements,O-000331,Active,SD-000229,Instruction
2 statements,O-000332,Active,SD-000448,Statement
2 step,O-000333,Active,SD-000004,2 step rec. instr.
2 Step ahh eee,O-000334,Active,SD-000222,Imitation
2 step ahh ooo,O-000335,Active,SD-000222,Imitation
2 Step Chain,O-000338,Active,SD-000041,Change aspect of play
2 Step Chain,O-000339,Active,SD-000311,Planned model with toy
2 step chain,O-000340,Active,SD-000308,Imitation
2 Step ooo eee,O-000342,Active,SD-000222,Imitation
2 Steps,O-000343,Active,SD-000013,Action
2 Steps,O-000344,Active,SD-000015,Action w item
2 steps,O-000345,Active,SD-000204,Holding hands
2 steps,O-000346,Active,SD-000291,Not holding hands
2 tasks - both highly preferred,O-000347,Active,SD-000070,Do schedule
2 tasks - less then highly preferred,O-000348,Active,SD-000070,Do schedule
2 tasks - moderately then highly preferred,O-000349,Active,SD-000070,Do schedule
2 tasks (close ended),O-000350,Active,SD-000070,Do schedule
2 tasks (open ended),O-000351,Active,SD-000070,Do schedule
2 tokens,O-000352,Active,SD-000466,Token board
2 Tubs F10,O-000353,Active,SD-000213,Identical
2 Tubs F10,O-000354,Active,SD-000289,Non-Identical
2 Tubs F10,O-000355,Active,SD-000050,Colours
2 Tubs F2,O-000356,Active,SD-000213,Identical
2 Tubs F2,O-000357,Active,SD-000289,Non-Identical
2 Tubs F2,O-000358,Active,SD-000050,Colours
2 Tubs F4,O-000359,Active,SD-000213,Identical
2 Tubs F4,O-000360,Active,SD-000289,Non-Identical
2 Tubs F4,O-000361,Active,SD-000050,Colours
2 Tubs F6,O-000362,Active,SD-000213,Identical
2 Tubs F6,O-000363,Active,SD-000289,Non-Identical
2 Tubs F6,O-000364,Active,SD-000050,Colours
2 Tubs F8,O-000365,Active,SD-000213,Identical
2 Tubs F8,O-000366,Active,SD-000289,Non-Identical
2 Tubs F8,O-000367,Active,SD-000050,Colours
2 word,O-000368,Active,SD-000054,Independent request
2 Words,O-000369,Active,SD-000248,List words
2 worksheets,O-000370,Active,SD-000519,Worksheet
20 minutes after,O-000372,Active,SD-000437,Signicant activity
20 seconds,O-000374,Active,SD-000328,Program stimuli
20 seconds,O-000375,Active,SD-000516,With visual
20 seconds,O-000376,Active,SD-000515,With gesture
20 seconds,O-000377,Active,SD-000412,Reinforcing item
20 seconds,O-000378,Active,SD-000283,No item
20 seconds,O-000379,Active,SD-000037,Brushing teeth
20 seconds,O-000380,Active,SD-000457,Ta
20 seconds,O-000381,Active,SD-000253,Mat time
20 seconds,O-000382,Active,SD-000505,Wait w visual
20 seconds - non preferred item,O-000384,Active,SD-000457,Ta
20 seconds - preferred item,O-000385,Active,SD-000457,Ta
2cm strip .5cm line,O-000391,Active,SD-000064,Cutting on line
2cm strip 1cm line,O-000392,Active,SD-000064,Cutting on line
2cm strip 2cm line,O-000393,Active,SD-000064,Cutting on line
2D item,O-000394,Active,SD-000325,Present item
2m,O-000395,Active,SD-000029,Between 2 people
2m,O-000396,Active,SD-000330,Put it down
2m,O-000397,Active,SD-000003,2 items
2m,O-000398,Active,SD-000001,1 person
2m,O-000399,Active,SD-000238,Item
2m away,O-000401,Active,SD-000228,Instruction
3 Activities,O-000408,Active,SD-000021,Activity
3 Activities,O-000409,Active,SD-000069,Do (activity)
3 items,O-000410,Active,SD-000061,Count (items)
3 metres,O-000412,Active,SD-000204,Holding hands
3 mins,O-000413,Active,SD-000505,Wait w visual
3 minute,O-000414,Active,SD-000073,Eat food
3 minutes,O-000415,Active,SD-000253,Mat time
3 minutes,O-000416,Active,SD-000413,rest time
3 minutes,O-000417,Active,SD-000471,Tolerance
3 minutes after,O-000418,Active,SD-000437,Signicant activity
3 Numbers,O-000419,Active,SD-000247,List Numbers
3 pictures,O-000420,Active,SD-000436,Show items/pictures
3 pieces of info,O-000421,Active,SD-000370,Receptive
3 pieces of info including attribute,O-000422,Active,SD-000370,Receptive
3 pieces of info including preposition,O-000423,Active,SD-000370,Receptive
3 seconds,O-000426,Active,SD-000516,With visual
3 seconds,O-000427,Active,SD-000515,With gesture
3 seconds,O-000428,Active,SD-000505,Wait w visual
3 seconds,O-000429,Active,SD-000457,Ta
3 seconds - medium preferred item,O-000433,Active,SD-000457,Ta
3 seconds - non preferred item,O-000434,Active,SD-000457,Ta
3 seconds - preferred item,O-000435,Active,SD-000457,Ta
3 shapes,O-000436,Active,SD-000049,Colouring
3 shapes,O-000437,Active,SD-000219,Imitation
3 shapes,O-000438,Active,SD-000367,Receptive
3 Shapes,O-000439,Active,SD-000300,Pasting
3 Snips,O-000440,Active,SD-000062,Cutting
3 statements,O-000441,Active,SD-000229,Instruction
3 statements,O-000442,Active,SD-000448,Statement
3 Step Chain,O-000445,Active,SD-000041,Change aspect of play
3 step chain,O-000446,Active,SD-000308,Imitation
4 step chain,O-000447,Active,SD-000308,Imitation
3 Steps,O-000449,Active,SD-000013,Action
3 Steps,O-000450,Active,SD-000015,Action w item
3 steps,O-000451,Active,SD-000204,Holding hands
3 steps,O-000452,Active,SD-000291,Not holding hands
3 tasks (close ended),O-000453,Active,SD-000070,Do schedule
3 tokens,O-000454,Active,SD-000466,Token board
3 Tubs F1,O-000455,Active,SD-000213,Identical
3 Tubs F12,O-000456,Active,SD-000213,Identical
3 Tubs F12,O-000457,Active,SD-000289,Non-Identical
3 Tubs F12,O-000458,Active,SD-000050,Colours
3 Tubs F3,O-000459,Active,SD-000213,Identical
3 Tubs F3,O-000460,Active,SD-000289,Non-Identical
3 Tubs F3,O-000461,Active,SD-000050,Colours
3 Tubs F6,O-000462,Active,SD-000213,Identical
3 Tubs F6,O-000463,Active,SD-000289,Non-Identical
3 Tubs F6,O-000464,Active,SD-000050,Colours
3 Tubs F9,O-000465,Active,SD-000213,Identical
3 Tubs F9,O-000466,Active,SD-000289,Non-Identical
3 Tubs F9,O-000467,Active,SD-000050,Colours
3 words,O-000468,Active,SD-000054,Independent request
3 Words,O-000469,Active,SD-000248,List words
3 worksheets,O-000470,Active,SD-000519,Worksheet
30 minutes after,O-000471,Active,SD-000437,Signicant activity
30 seconds,O-000473,Active,SD-000253,Mat time
30 seconds,O-000474,Active,SD-000328,Program stimuli
30 seconds,O-000475,Active,SD-000516,With visual
30 seconds,O-000476,Active,SD-000515,With gesture
30 seconds,O-000477,Active,SD-000505,Wait w visual
30 seconds,O-000478,Active,SD-000412,Reinforcing item
30 seconds,O-000479,Active,SD-000283,No item
30 seconds,O-000480,Active,SD-000037,Brushing teeth
30 seconds,O-000481,Active,SD-000457,Ta
30 seconds - medium preferred item,O-000482,Active,SD-000457,Ta
30 seconds - non preferred item,O-000483,Active,SD-000457,Ta
30 seconds - preferred item,O-000484,Active,SD-000457,Ta
30cm,O-000486,Active,SD-000003,2 items
3cm strip .5cm line,O-000490,Active,SD-000064,Cutting on line
3cm strip 1cm line,O-000491,Active,SD-000064,Cutting on line
3cm strip 2cm line,O-000492,Active,SD-000064,Cutting on line
3D item,O-000493,Active,SD-000325,Present item
3m,O-000494,Active,SD-000029,Between 2 people
3m,O-000495,Active,SD-000003,2 items
3m,O-000496,Active,SD-000001,1 person
3m,O-000497,Active,SD-000238,Item
3m away,O-000499,Active,SD-000228,Instruction
4 items,O-000503,Active,SD-000061,Count (items)
4 minutes,O-000505,Active,SD-000253,Mat time
4 numbers,O-000506,Active,SD-000515,With gesture
4 Numbers,O-000507,Active,SD-000247,List Numbers
4 pictures,O-000508,Active,SD-000436,Show items/pictures
4 snips,O-000509,Active,SD-000062,Cutting
4 tokens,O-000511,Active,SD-000466,Token board
4 Tubs F12,O-000512,Active,SD-000213,Identical
4 Tubs F12,O-000513,Active,SD-000289,Non-Identical
4 Tubs F12,O-000514,Active,SD-000050,Colours
4 Tubs F4,O-000515,Active,SD-000213,Identical
4 Tubs F4,O-000516,Active,SD-000289,Non-Identical
4 Tubs F4,O-000517,Active,SD-000050,Colours
4 Tubs F8,O-000518,Active,SD-000213,Identical
4 Tubs F8,O-000519,Active,SD-000289,Non-Identical
4 Tubs F8,O-000520,Active,SD-000050,Colours
4 words,O-000521,Active,SD-000054,Independent request
4 Words,O-000522,Active,SD-000248,List words
45 seconds,O-000523,Active,SD-000253,Mat time
45 seconds,O-000524,Active,SD-000037,Brushing teeth
45 seconds,O-000525,Active,SD-000505,Wait w visual
4m,O-000530,Active,SD-000238,Item
5 deep breaths,O-000532,Active,SD-000276,Model
5 finger breathing,O-000533,Active,SD-000276,Model
5 items,O-000534,Active,SD-000061,Count (items)
5 little ducks,O-000535,Active,SD-000110,Exposure
5 little ducks,O-000536,Active,SD-000237,Intraverbal
5 little ducks,O-000537,Active,SD-000443,Song with imitation
5 little ducks,O-000538,Active,SD-000251,Mand
5 little ducks,O-000539,Active,SD-000314,PLQ Intraverbal
5 metres,O-000540,Active,SD-000204,Holding hands
5 metres,O-000541,Active,SD-000291,Not holding hands
5 mins,O-000542,Active,SD-000505,Wait w visual
5 minute,O-000543,Active,SD-000073,Eat food
5 minutes,O-000544,Active,SD-000253,Mat time
5 minutes,O-000545,Active,SD-000471,Tolerance
5 minutes after,O-000546,Active,SD-000437,Signicant activity
5 Numbers,O-000547,Active,SD-000247,List Numbers
5 pictures,O-000548,Active,SD-000436,Show items/pictures
5 seconds,O-000551,Active,SD-000253,Mat time
5 seconds,O-000552,Active,SD-000328,Program stimuli
5 seconds,O-000553,Active,SD-000516,With visual
5 seconds,O-000554,Active,SD-000515,With gesture
5 seconds,O-000555,Active,SD-000505,Wait w visual
5 seconds,O-000556,Active,SD-000412,Reinforcing item
5 seconds,O-000557,Active,SD-000283,No item
5 seconds,O-000558,Active,SD-000037,Brushing teeth
5 seconds,O-000559,Active,SD-000457,Ta
5 seconds - medium preferred item,O-000562,Active,SD-000457,Ta
5 seconds - non preferred item,O-000563,Active,SD-000457,Ta
5 seconds - preferred item,O-000564,Active,SD-000457,Ta
5 secs,O-000565,Active,SD-000453,Stay
5 snips,O-000566,Active,SD-000062,Cutting
5 tokens,O-000568,Active,SD-000466,Token board
5 words,O-000569,Active,SD-000054,Independent request
5 Words,O-000570,Active,SD-000248,List words
5m,O-000571,Active,SD-000029,Between 2 people
5m,O-000572,Active,SD-000001,1 person
5m,O-000573,Active,SD-000238,Item
5m away,O-000575,Active,SD-000228,Instruction
6 items,O-000581,Active,SD-000061,Count (items)
6-10 no strip,O-000582,Active,SD-000429,Sequence
6-10 strip,O-000583,Active,SD-000429,Sequence
7 items,O-000584,Active,SD-000061,Count (items)
7 minutes,O-000585,Active,SD-000073,Eat food
7 minutes after,O-000586,Active,SD-000437,Signicant activity
7 seconds,O-000587,Active,SD-000516,With visual
7 seconds,O-000588,Active,SD-000515,With gesture
7 seconds,O-000589,Active,SD-000037,Brushing teeth
8 items,O-000590,Active,SD-000061,Count (items)
9 items,O-000592,Active,SD-000061,Count (items)
9 pc fire truck,O-000593,Active,SD-000069,Do (activity)
a,O-000594,Active,SD-000445,Sound paired w gesture
A,O-000595,Active,SD-000259,Matching
a,O-000596,Active,SD-000259,Matching
A,O-000597,Active,SD-000380,Receptive
a,O-000598,Active,SD-000380,Receptive
a,O-000599,Active,SD-000260,Matching
a,O-000600,Active,SD-000140,Expressive
a,O-000601,Active,SD-000424,Say (sound) th points
a,O-000602,Active,SD-000387,Receptive
a,O-000603,Active,SD-000479,Trace
A,O-000604,Active,SD-000479,Trace
